"ME_NUMERO","ME_CTR","ME_PLACA","ME_D_SAIDA","ME_K_SAIDA","ME_H_SAIDA","ME_T_SAIDA","ME_D_RET","ME_K_RET","ME_H_RET","ME_T_RET","ME_D_PREV","ME_H_PREV","ME_QUANT","ME_TIPOKM","ME_VALUNIT","ME_FRANQ","ME_KMEXCED","ME_HREXCED","ME_BONUS","ME_SEGURO","ME_TAXASER","ME_V_ANTEC","ME_CAUCAO","ME_PROTEC","ME_TAXAENT","ME_VAL_MOT","ME_EXT_MOT","ME_LIMITE","ME_AVARIAS","ME_PERDAT","ME_DM","ME_DP","ME_DPP","ME_LCE","ME_SUBST","ME_HORAS_MIN","ME_RETIRAR","ME_LOJA","ME_MOTOAD","ME_TIPOCTR","ME_DESCONTO","ME_DIAEXCED","ME_FRANQUIA_TER","ME_L_SAIDA","ME_L_PREV","ME_SAIUTMP","ME_CONDUTOR","CONTRATO_ID","DEVOLVIDO_AVARIAS","OBSERVACAO","OPERADOR","CODIGOGRUPO","ME_UPGRADE","ID_SUBSTITUICAO","ME_VALORPREVISTO","LOCACAO_ID","TIPOLOCACAO","QTD_HORAS_EXC","ME_TARIFA","OP_RECEBEU_VEICULO","CUPOM_PROMOCIONAL","STATUS","ME_RESERVA","MOVIMENTO_ID","MEDICAO","QTD_DIAS","ME_SUBSTITUTO","VE_TITULAR","ME_VALOR_AQUISICAO","VALOR_LOCACAO","VALOR_AQUISICAO","FRANQUIA_LOCACAO","LOCALIZACAO_ID","TIPO_DESCONTO","ME_SERVICOADICIONAL","CODIGONOTAFISCAL","SAIDA","RETORNO","PREVISAO","VALOR_REAJUSTADO","INDICE_REAJUSTE","INDICE","KM_RODADO"
208,"00002226001",TTX2J91,2026-02-05,7199,13:25:00,"0  ",,,,,2028-06-05,13:25:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,202,N,,,,0.0,,59570.0,,,0.0,,,,A,,,"001",851,,S,,490.0,0.0,,,P,0.0,,2026-02-05 13:25:00.000,,2028-06-05 13:25:00.000,,,,0
209,"00018026001",TTO6D20,2026-02-05,11536,15:18:00,"0  ",2026-03-03,20000,11:39:00,"0  ",2028-06-05,15:18:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,290.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,203,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",26,,S,,455.0,0.0,,,P,0.0,,2026-02-05 15:18:00.000,2026-03-03 11:39:00.000,2028-06-05 15:18:00.000,,,,8464
210,"00002326001",TTY7B05,2026-02-06,1,13:15:00,"0  ",,,,,2028-06-06,13:15:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,204,N,,,,0.0,,55315.0,,,0.0,,,,A,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2026-02-06 13:15:00.000,,2028-06-06 13:15:00.000,,,,0
211,"00018126001",TTL9J66,2026-02-06,14343,13:54:00,"0  ",2026-03-11,16000,11:58:00,"0  ",2028-06-06,13:54:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,205,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",33,,S,,455.0,0.0,,,P,0.0,,2026-02-06 13:54:00.000,2026-03-11 11:58:00.000,2028-06-06 13:54:00.000,,,,1657
212,"00018226001",TTR6G26,2026-02-10,19118,11:35:00,"0  ",2026-04-28,38965,12:38:00,"0  ",2028-06-10,11:35:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,206,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",77,,S,,455.0,0.0,,,P,0.0,,2026-02-10 11:35:00.000,2026-04-28 12:38:00.000,2028-06-10 11:35:00.000,,,,19847
213,"00018326001",TUL3C96,2026-02-10,1,14:33:00,"0  ",,,,,2028-06-10,14:33:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,207,N,,,,0.0,,55315.0,,,0.0,,,,A,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2026-02-10 14:33:00.000,,2028-06-10 14:33:00.000,,,,0
214,"00018426001",TUS3E05,2026-02-10,1,16:20:00,"0  ",,,,,2028-06-10,16:20:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,208,N,,,,0.0,,55315.0,,,0.0,,,,A,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2026-02-10 16:20:00.000,,2028-06-10 16:20:00.000,,,,0
215,"00018526001",TUM3D27,2026-02-19,1,10:15:00,"0  ",2026-06-01,11055,11:47:00,"0  ",2028-06-19,10:15:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,209,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",102,,S,,455.0,0.0,,,P,0.0,,2026-02-19 10:15:00.000,2026-06-01 11:47:00.000,2028-06-19 10:15:00.000,,,,11054
216,"00018626001",TTY7B00,2026-02-19,3204,10:53:00,"0  ",2026-04-13,12000,11:51:00,"0  ",2028-06-19,10:53:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,210,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",53,,S,,455.0,0.0,,,P,0.0,,2026-02-19 10:53:00.000,2026-04-13 11:51:00.000,2028-06-19 10:53:00.000,,,,8796
217,"00018726001",TTN9H02,2026-02-19,30568,12:32:00,"0  ",,,,,2028-06-19,12:32:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,211,N,,,,0.0,,48628.56,,,0.0,,,,A,,,"001",851,,S,,400.0,0.0,,,P,0.0,,2026-02-19 12:32:00.000,,2028-06-19 12:32:00.000,,,,0
218,"00018826001",TTT3G87,2026-02-20,29003,15:24:00,"0  ",2026-04-28,36766,13:13:00,"0  ",2028-06-20,15:24:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,212,N,,,,0.0,,48628.56,,,0.0,,,,E,,,"001",67,,S,,400.0,0.0,,,P,0.0,,2026-02-20 15:24:00.000,2026-04-28 13:13:00.000,2028-06-20 15:24:00.000,,,,7763
219,"00018926001",TTQ6J07,2026-02-23,10802,12:22:00,"0  ",2026-04-24,10802,11:20:00,"0  ",2028-06-23,12:22:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,213,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",60,,S,,455.0,0.0,,,P,0.0,,2026-02-23 12:22:00.000,2026-04-24 11:20:00.000,2028-06-23 12:22:00.000,,,,0
220,"00019026001",TTG7I14,2026-02-24,31572,09:51:00,"0  ",,,,,2028-06-20,09:51:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,214,N,,,,0.0,,48457.14,,,0.0,,,,A,,,"001",847,,S,,400.0,0.0,,,P,0.0,,2026-02-24 09:51:00.000,,2028-06-20 09:51:00.000,,,,0
221,"00019126001",TTW9J04,2026-02-25,1,13:09:00,"0  ",2026-04-13,4562,13:58:00,"0  ",2028-06-25,13:09:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,215,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",47,,S,,455.0,0.0,,,P,0.0,,2026-02-25 13:09:00.000,2026-04-13 13:58:00.000,2028-06-25 13:09:00.000,,,,4561
222,"00019226001",TTI0B81,2026-03-02,47910,13:53:00,"0  ",2026-06-15,51847,11:07:00,"0  ",2028-07-02,13:53:00,121,L,350.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,216,N,,,,0.0,,42650.0,,,0.0,,,,E,,,"001",105,,S,,350.0,0.0,,,P,0.0,,2026-03-02 13:53:00.000,2026-06-15 11:07:00.000,2028-07-02 13:53:00.000,,,,3937
223,"00019326001",TUA6D19,2026-03-02,1,16:09:00,"0  ",2026-04-09,2542,15:39:00,"0  ",2028-07-02,16:09:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,217,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",38,,S,,455.0,0.0,,,P,0.0,,2026-03-02 16:09:00.000,2026-04-09 15:39:00.000,2028-07-02 16:09:00.000,,,,2541
224,"00002426001",TUI3A82,2026-03-03,3734,13:48:00,"0  ",2026-04-08,12905,11:35:00,"0  ",2028-07-03,13:48:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,218,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",36,,S,,455.0,0.0,,,P,0.0,,2026-03-03 13:48:00.000,2026-04-08 11:35:00.000,2028-07-03 13:48:00.000,,,,9171
225,"00019426001",TTX9G71,2026-03-04,1,09:40:00,"0  ",2026-05-05,3000,11:56:00,"0  ",2028-07-04,09:40:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,219,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",62,,S,,455.0,0.0,,,P,0.0,,2026-03-04 09:40:00.000,2026-05-05 11:56:00.000,2028-07-04 09:40:00.000,,,,2999
226,"00002526001",TTT9I67,2026-03-04,5823,16:05:00,"0  ",,,,,2028-07-04,16:05:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,220,N,,,,0.0,,59710.0,,,0.0,,,,A,,,"001",853,,S,,490.0,0.0,,,P,0.0,,2026-03-04 16:05:00.000,,2028-07-04 16:05:00.000,,,,0
227,"00019526001",TTX5I35,2026-03-07,4052,08:24:00,"0  ",,,,,2028-07-07,08:24:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,221,N,,,,0.0,,59710.0,,,0.0,,,,A,,,"001",853,,S,,490.0,0.0,,,P,0.0,,2026-03-07 08:24:00.000,,2028-07-07 08:24:00.000,,,,0
228,"00019626001",TUD3D85,2026-03-09,1,12:12:00,"0  ",,,,,2028-07-09,12:12:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,222,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-03-09 12:12:00.000,,2028-07-09 12:12:00.000,,,,0
229,"00019726001",TTW9I88,2026-03-09,1,16:31:00,"0  ",,,,,2028-07-09,16:31:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,223,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-03-09 16:31:00.000,,2028-07-09 16:31:00.000,,,,0
230,"00019826001",TUB6H19,2026-03-12,1,15:27:00,"0  ",,,,,2028-07-12,15:27:00,121,L,500.0,,0.0,0.0,,0.0,0.0,,1000.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,224,N,,,,0.0,,60928.58,,,0.0,,,,A,,,"001",853,,S,,500.0,0.0,,,P,0.0,,2026-03-12 15:27:00.000,,2028-07-12 15:27:00.000,,,,0
231,"00019926001",TUD4E12,2026-03-13,1,15:40:00,"0  ",,,,,2028-07-13,15:40:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,225,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-03-13 15:40:00.000,,2028-07-13 15:40:00.000,,,,0
232,"00020026001",TUG2E83,2026-03-16,9402,16:06:00,"0  ",,,,,2028-07-16,16:06:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,226,N,,,,0.0,,55445.0,,,0.0,,,,C,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-03-16 16:06:00.000,,2028-07-16 16:06:00.000,,,,0
233,"00002626001",TUB6J82,2026-03-17,1,13:11:00,"0  ",2026-05-14,9055,15:58:00,"0  ",2028-07-17,13:11:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,227,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",58,,S,,455.0,0.0,,,P,0.0,,2026-03-17 13:11:00.000,2026-05-14 15:58:00.000,2028-07-17 13:11:00.000,,,,9054
234,"00020126001",TTY5H60,2026-03-17,9681,15:07:00,"0  ",,,,,2028-07-17,15:07:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,228,N,,,,0.0,,59710.0,,,0.0,,,,A,,,"001",853,,S,,490.0,0.0,,,P,0.0,,2026-03-17 15:07:00.000,,2028-07-17 15:07:00.000,,,,0
235,"00002726001",TTA4G85,2026-03-17,4833,15:48:00,"0  ",2026-04-08,7889,15:41:00,"0  ",2028-07-17,15:48:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,229,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",22,,S,,455.0,0.0,,,P,0.0,,2026-03-17 15:48:00.000,2026-04-08 15:41:00.000,2028-07-17 15:48:00.000,,,,3056
236,"00020226001",TTB7E69,2026-03-17,1,16:25:00,"0  ",,,,,2028-07-17,16:25:00,121,L,500.0,,0.0,0.0,,0.0,0.0,,1000.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,230,N,,,,0.0,,60928.58,,,0.0,,,,A,,,"001",853,,S,,500.0,0.0,,,P,0.0,,2026-03-17 16:25:00.000,,2028-07-17 16:25:00.000,,,,0
237,"00002826001",TUD5C49,2026-03-17,1,16:43:00,"0  ",,,,,2028-07-17,16:43:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,231,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-03-17 16:43:00.000,,2028-07-17 16:43:00.000,,,,0
238,"00002926001",TUD5C52,2026-03-18,1,12:42:00,"0  ",2026-04-22,6182,17:00:00,"0  ",2028-07-18,12:42:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,232,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",35,,S,,455.0,0.0,,,P,0.0,,2026-03-18 12:42:00.000,2026-04-22 17:00:00.000,2028-07-18 12:42:00.000,,,,6181
239,"00020326001",TTR8I37,2026-03-20,18867,09:58:00,"0  ",2026-05-06,20700,11:53:00,"0  ",2028-07-27,09:58:00,122,L,490.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,233,N,,,,0.0,,60200.0,,,0.0,,,,E,,,"001",47,,S,,490.0,0.0,,,P,0.0,,2026-03-20 09:58:00.000,2026-05-06 11:53:00.000,2028-07-27 09:58:00.000,,,,1833
240,"00003026001",TUE5E88,2026-03-23,1,09:31:00,"0  ",,,,,2028-07-23,09:31:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,234,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-03-23 09:31:00.000,,2028-07-23 09:31:00.000,,,,0
241,"00020426001",TUG2E83,2026-03-25,9402,16:36:00,"0  ",,,,,2028-07-25,16:36:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,235,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-03-25 16:36:00.000,,2028-07-25 16:36:00.000,,,,0
242,"00020526001",TUX3G61,2026-03-26,1,15:07:00,"0  ",,,,,2028-07-26,15:07:00,121,L,500.0,,0.0,0.0,,0.0,0.0,,1000.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,236,N,,,,0.0,,60928.58,,,0.0,,,,A,,,"001",853,,S,,500.0,0.0,,,P,0.0,,2026-03-26 15:07:00.000,,2028-07-26 15:07:00.000,,,,0
243,"00003126001",TUT3G43,2026-03-26,1,16:30:00,"0  ",,,,,2028-07-26,16:30:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,237,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-03-26 16:30:00.000,,2028-07-26 16:30:00.000,,,,0
244,"00020626001",TUG4J47,2026-03-27,1,09:59:00,"0  ",,,,,2028-07-27,09:59:00,121,L,500.0,,0.0,0.0,,0.0,0.0,,1000.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,238,N,,,,0.0,,60928.58,,,0.0,,,,A,,,"001",853,,S,,500.0,0.0,,,P,0.0,,2026-03-27 09:59:00.000,,2028-07-27 09:59:00.000,,,,0
245,"00003226001",TUR3F93,2026-03-27,1,16:27:00,"0  ",,,,,2028-07-27,16:27:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,239,N,,,,0.0,,55445.0,,,0.0,,,,C,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-03-27 16:27:00.000,,2028-07-27 16:27:00.000,,,,0
246,"00003326001",TUA8H20,2026-03-27,1,16:37:00,"0  ",2026-06-02,1,14:27:00,"0  ",2028-07-27,16:37:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,240,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",67,,S,,455.0,0.0,,,P,0.0,,2026-03-27 16:37:00.000,2026-06-02 14:27:00.000,2028-07-27 16:37:00.000,,,,0
247,"00003426001",TUB7C40,2026-03-31,1,10:18:00,"0  ",,,,,2028-07-31,10:18:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,241,N,,,,0.0,,55445.0,,,0.0,,,,C,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-03-31 10:18:00.000,,2028-07-31 10:18:00.000,,,,0
248,"00003426001",TUG5E48,2026-03-31,1,11:18:00,"0  ",,,,,2028-07-31,11:18:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,241,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,, ,0.0,,2026-03-31 11:18:00.000,,2028-07-31 11:18:00.000,,,,0
249,"00020726001",TTX2F24,2026-03-31,10176,16:17:00,"0  ",,,,,2028-07-31,16:17:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,242,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-03-31 16:17:00.000,,2028-07-31 16:17:00.000,,,,0
250,"00003526001",TUD5E94,2026-04-01,1,10:49:00,"0  ",,,,,2028-08-01,10:49:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,243,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-04-01 10:49:00.000,,2028-08-01 10:49:00.000,,,,0
251,"00020826001",TUC7J46,2026-04-01,1,16:06:00,"0  ",,,,,2028-08-01,16:06:00,121,L,500.0,,0.0,0.0,,0.0,0.0,,1000.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,244,N,,,,0.0,,60928.58,,,0.0,,,,A,,,"001",853,,S,,500.0,0.0,,,P,0.0,,2026-04-01 16:06:00.000,,2028-08-01 16:06:00.000,,,,0
252,"00003626001",TUA8H22,2026-04-02,1,14:45:00,"0  ",2026-04-28,4952,16:03:00,"0  ",2028-08-02,14:45:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,245,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",26,,S,,0.0,455.0,,,P,0.0,,2026-04-02 14:45:00.000,2026-04-28 16:03:00.000,2028-08-02 14:45:00.000,,,,4951
253,"00020926001",TUF6G06,2026-04-06,1,16:07:00,"0  ",2026-07-02,9721,16:12:00,"0  ",2028-08-06,16:07:00,121,L,500.0,,0.0,0.0,,0.0,0.0,,1000.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,246,N,,,,0.0,,60928.58,,,0.0,,,,E,,,"001",87,,S,,500.0,0.0,,,P,0.0,,2026-04-06 16:07:00.000,2026-07-02 16:12:00.000,2028-08-06 16:07:00.000,,,,9720
254,"00003726001",TTW5C38,2026-04-07,14646,09:23:00,"0  ",2026-04-20,15149,11:00:00,"0  ",2028-08-07,09:23:00,121,L,420.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,247,N,,,,0.0,,51180.0,,,0.0,,,,E,,,"001",13,,S,,420.0,0.0,,,P,0.0,,2026-04-07 09:23:00.000,2026-04-20 11:00:00.000,2028-08-07 09:23:00.000,,,,503
255,"00021026001",TUU3H60,2026-04-07,1,10:05:00,"0  ",,,,,2028-08-07,10:05:00,121,L,500.0,,0.0,0.0,,0.0,0.0,,1000.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,248,N,,,,0.0,,60928.58,,,0.0,,,,A,,,"001",853,,S,,500.0,0.0,,,P,0.0,,2026-04-07 10:05:00.000,,2028-08-07 10:05:00.000,,,,0
256,"00003826001",TUR3F93,2026-04-07,1,15:18:00,"0  ",,,,,2028-08-07,15:18:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,249,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-04-07 15:18:00.000,,2028-08-07 15:18:00.000,,,,0
257,"00003926001",TUB7C40,2026-04-08,1,14:35:00,"0  ",2026-06-17,9874,16:04:00,"0  ",2028-08-08,14:35:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,250,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",70,,S,,455.0,0.0,,,P,0.0,,2026-04-08 14:35:00.000,2026-06-17 16:04:00.000,2028-08-08 14:35:00.000,,,,9873
258,"00004026001",TTA4G85,2026-04-08,7889,15:46:00,"0  ",,,,,2028-08-08,15:46:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,251,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-04-08 15:46:00.000,,2028-08-08 15:46:00.000,,,,0
259,"00004126001",TUC7J96,2026-04-09,1,12:33:00,"0  ",2026-06-05,9162,11:07:00,"0  ",2028-08-09,12:33:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,252,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",57,,S,,455.0,0.0,,,P,0.0,,2026-04-09 12:33:00.000,2026-06-05 11:07:00.000,2028-08-09 12:33:00.000,,,,9161
260,"00021126001",TUA6D19,2026-04-09,2542,15:42:00,"0  ",,,,,2028-08-09,15:42:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,253,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-04-09 15:42:00.000,,2028-08-09 15:42:00.000,,,,0
261,"00004226001",TUF6G10,2026-04-10,1,12:25:00,"0  ",,,,,2028-08-10,12:25:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,254,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,0.0,455.0,,,P,0.0,,2026-04-10 12:25:00.000,,2028-08-10 12:25:00.000,,,,0
262,"00004326001",TUB8D61,2026-04-10,1,13:44:00,"0  ",,,,,2028-08-10,13:44:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,255,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-04-10 13:44:00.000,,2028-08-10 13:44:00.000,,,,0
263,"00021226001",TUE7C43,2026-04-10,1,14:10:00,"0  ",,,,,2028-08-10,14:10:00,121,L,500.0,,0.0,0.0,,0.0,0.0,,1000.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,256,N,,,,0.0,,60928.58,,,0.0,,,,A,,,"001",853,,S,,500.0,0.0,,,P,0.0,,2026-04-10 14:10:00.000,,2028-08-10 14:10:00.000,,,,0
264,"00004426001",TUJ3G04,2026-04-13,1,10:53:00,"0  ",,,,,2028-08-13,10:53:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,257,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2026-04-13 10:53:00.000,,2028-08-13 10:53:00.000,,,,0
