"ME_NUMERO","ME_CTR","ME_PLACA","ME_D_SAIDA","ME_K_SAIDA","ME_H_SAIDA","ME_T_SAIDA","ME_D_RET","ME_K_RET","ME_H_RET","ME_T_RET","ME_D_PREV","ME_H_PREV","ME_QUANT","ME_TIPOKM","ME_VALUNIT","ME_FRANQ","ME_KMEXCED","ME_HREXCED","ME_BONUS","ME_SEGURO","ME_TAXASER","ME_V_ANTEC","ME_CAUCAO","ME_PROTEC","ME_TAXAENT","ME_VAL_MOT","ME_EXT_MOT","ME_LIMITE","ME_AVARIAS","ME_PERDAT","ME_DM","ME_DP","ME_DPP","ME_LCE","ME_SUBST","ME_HORAS_MIN","ME_RETIRAR","ME_LOJA","ME_MOTOAD","ME_TIPOCTR","ME_DESCONTO","ME_DIAEXCED","ME_FRANQUIA_TER","ME_L_SAIDA","ME_L_PREV","ME_SAIUTMP","ME_CONDUTOR","CONTRATO_ID","DEVOLVIDO_AVARIAS","OBSERVACAO","OPERADOR","CODIGOGRUPO","ME_UPGRADE","ID_SUBSTITUICAO","ME_VALORPREVISTO","LOCACAO_ID","TIPOLOCACAO","QTD_HORAS_EXC","ME_TARIFA","OP_RECEBEU_VEICULO","CUPOM_PROMOCIONAL","STATUS","ME_RESERVA","MOVIMENTO_ID","MEDICAO","QTD_DIAS","ME_SUBSTITUTO","VE_TITULAR","ME_VALOR_AQUISICAO","VALOR_LOCACAO","VALOR_AQUISICAO","FRANQUIA_LOCACAO","LOCALIZACAO_ID","TIPO_DESCONTO","ME_SERVICOADICIONAL","CODIGONOTAFISCAL","SAIDA","RETORNO","PREVISAO","VALOR_REAJUSTADO","INDICE_REAJUSTE","INDICE","KM_RODADO"
96,"00009325001",TUI2B15,2025-09-01,1,15:52:00,"0  ",2025-09-12,1985,16:23:00,"0  ",2028-01-01,15:52:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,94,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",11,,S,,455.0,0.0,,,P,0.0,,2025-09-01 15:52:00.000,2025-09-12 16:23:00.000,2028-01-01 15:52:00.000,,,,1984
97,"00009425001",TTM9J84,2025-09-03,1,13:50:00,"0  ",2026-04-07,30916,13:57:00,"0  ",2028-01-03,13:50:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,95,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",216,,S,,455.0,0.0,,,P,0.0,,2025-09-03 13:50:00.000,2026-04-07 13:57:00.000,2028-01-03 13:50:00.000,,,,30915
98,"00009525001",TTN9H02,2025-09-05,1,09:22:00,"0  ",2026-01-30,30568,12:21:00,"0  ",2028-01-05,09:22:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,96,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",147,,S,,455.0,0.0,,,P,0.0,,2025-09-05 09:22:00.000,2026-01-30 12:21:00.000,2028-01-05 09:22:00.000,,,,30567
99,"00009625001",TTO4I26,2025-09-05,1,11:48:00,"0  ",,,,,2025-09-12,11:48:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,97,N,,,,0.0,,55380.0,,,0.0,,,,C,,,"001",7,,S,,455.0,0.0,,,P,0.0,,2025-09-05 11:48:00.000,,2025-09-12 11:48:00.000,,,,0
100,"00009625001",TTO4C77,2025-09-05,1,11:57:00,"0  ",2025-12-05,13384,15:10:00,"0  ",2028-01-05,11:57:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,97,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",91,,S,,455.0,0.0,,, ,0.0,,2025-09-05 11:57:00.000,2025-12-05 15:10:00.000,2028-01-05 11:57:00.000,,,,13383
101,"00009725001",TTL9J66,2025-09-06,1,08:07:00,"0  ",2025-12-05,14311,13:07:00,"0  ",2028-01-06,08:07:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,98,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",90,,S,,455.0,0.0,,,P,0.0,,2025-09-06 08:07:00.000,2025-12-05 13:07:00.000,2028-01-06 08:07:00.000,,,,14310
102,"00009825001",TTO4I26,2025-09-08,1,09:41:00,"0  ",2025-10-03,2518,13:43:00,"0  ",2028-01-08,09:41:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,99,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",25,,S,,455.0,0.0,,,P,0.0,,2025-09-08 09:41:00.000,2025-10-03 13:43:00.000,2028-01-08 09:41:00.000,,,,2517
103,"00009925001",TTI6C87,2025-09-08,19290,16:27:00,"0  ",,,,,2027-11-08,16:27:00,113,L,455.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,100,N,,,,0.0,,51415.0,,,0.0,,,,A,,,"001",791,,S,,455.0,0.0,,,P,0.0,,2025-09-08 16:27:00.000,,2027-11-08 16:27:00.000,,,,0
104,"00010025001",TUL2A43,2025-09-10,1,09:12:00,"0  ",,,,,2028-01-10,09:12:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,101,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-09-10 09:12:00.000,,2028-01-10 09:12:00.000,,,,0
105,"00010125001",TTL9I22,2025-09-11,1,12:19:00,"0  ",2025-10-01,2195,12:40:00,"0  ",2028-01-11,12:19:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,102,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",20,,S,,455.0,0.0,,,P,0.0,,2025-09-11 12:19:00.000,2025-10-01 12:40:00.000,2028-01-11 12:19:00.000,,,,2194
106,"00010225001",TUN2A80,2025-09-11,1,14:15:00,"0  ",2025-11-05,3825,17:18:00,"0  ",2028-01-11,14:15:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,103,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",55,,S,,455.0,0.0,,,P,0.0,,2025-09-11 14:15:00.000,2025-11-05 17:18:00.000,2028-01-11 14:15:00.000,,,,3824
107,"00010325001",TTZ2B12,2025-09-15,1,09:52:00,"0  ",,,,,2028-01-15,09:52:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,104,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-09-15 09:52:00.000,,2028-01-15 09:52:00.000,,,,0
108,"00010425001",TUH2B43,2025-09-16,1,16:34:00,"0  ",2026-06-19,61380,15:29:00,"0  ",2028-01-16,16:34:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,105,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",276,,S,,455.0,0.0,,,P,0.0,,2025-09-16 16:34:00.000,2026-06-19 15:29:00.000,2028-01-16 16:34:00.000,,,,61379
109,"00010525001",TTL9I21,2025-09-16,1,16:09:00,"0  ",,,,,2028-01-16,16:09:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,106,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-09-16 16:09:00.000,,2028-01-16 16:09:00.000,,,,0
110,"00010625001",TTT2B76,2025-09-17,1,15:13:00,"0  ",,,,,2028-01-17,15:13:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,107,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-09-17 15:13:00.000,,2028-01-17 15:13:00.000,,,,0
111,"00010725001",TTM9J85,2025-09-17,1,15:45:00,"0  ",,,,,2028-01-17,15:45:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,108,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-09-17 15:45:00.000,,2028-01-17 15:45:00.000,,,,0
112,"00010825001",TUI2B15,2025-09-18,1985,09:16:00,"0  ",2025-11-17,12800,13:00:00,"0  ",2028-01-18,09:16:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,109,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",60,,S,,455.0,0.0,,,P,0.0,,2025-09-18 09:16:00.000,2025-11-17 13:00:00.000,2028-01-18 09:16:00.000,,,,10815
113,"00010925001",TTJ2I19,2025-09-18,9753,11:22:00,"0  ",,,,,2025-09-25,11:22:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,110,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",7,,S,,455.0,0.0,,,P,0.0,,2025-09-18 11:22:00.000,,2025-09-25 11:22:00.000,,,,0
114,"00011025001",TTE4F56,2025-09-18,21464,12:34:00,"0  ",2026-04-13,21464,10:39:00,"0  ",2028-01-18,12:34:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,111,N,,,,0.0,,48685.7,,,0.0,,,,E,,,"001",207,,S,,400.0,0.0,,,P,0.0,,2025-09-18 12:34:00.000,2026-04-13 10:39:00.000,2028-01-18 12:34:00.000,,,,0
115,"00011125001",TTE6H33,2025-09-19,12888,11:39:00,"0  ",2025-10-07,15294,17:08:00,"0  ",2028-01-19,11:39:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,112,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",18,,S,,455.0,0.0,,,P,0.0,,2025-09-19 11:39:00.000,2025-10-07 17:08:00.000,2028-01-19 11:39:00.000,,,,2406
116,"00011225001",TTE8E22,2025-09-19,967,12:36:00,"0  ",2025-12-09,38077,12:00:00,"0  ",2028-01-19,12:36:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,113,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",81,,S,,455.0,0.0,,,P,0.0,,2025-09-19 12:36:00.000,2025-12-09 12:00:00.000,2028-01-19 12:36:00.000,,,,37110
117,"00011325001",TUW0I31,2025-09-19,17143,13:39:00,"0  ",2025-10-21,24197,11:54:00,"0  ",2028-01-19,13:39:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,114,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",32,,S,,455.0,0.0,,,P,0.0,,2025-09-19 13:39:00.000,2025-10-21 11:54:00.000,2028-01-19 13:39:00.000,,,,7054
118,"00011425001",TTO6D13,2025-09-25,1,11:13:00,"0  ",2025-12-30,17496,11:48:00,"0  ",2028-01-25,11:13:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,115,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",96,,S,,455.0,0.0,,,P,0.0,,2025-09-25 11:13:00.000,2025-12-30 11:48:00.000,2028-01-25 11:13:00.000,,,,17495
119,"00011525001",TTT3G87,2025-09-26,1,11:13:00,"0  ",2026-01-04,29003,15:18:00,"0  ",2028-01-26,11:13:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,116,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",100,,S,,455.0,0.0,,,P,0.0,,2025-09-26 11:13:00.000,2026-01-04 15:18:00.000,2028-01-26 11:13:00.000,,,,29002
120,"00011625001",TTO6D20,2025-09-26,1,13:29:00,"0  ",2026-02-05,11536,14:56:00,"0  ",2028-01-26,13:29:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,117,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",132,,S,,455.0,0.0,,,P,0.0,,2025-09-26 13:29:00.000,2026-02-05 14:56:00.000,2028-01-26 13:29:00.000,,,,11535
121,"00011725001",TUN2C71,2025-09-30,1,10:48:00,"0  ",,,,,2028-01-30,10:48:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,118,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-09-30 10:48:00.000,,2028-01-30 10:48:00.000,,,,0
122,"00011825001",TUX2D14,2025-10-02,1,16:09:00,"0  ",2026-01-03,1,09:10:00,"0  ",2028-02-02,16:09:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,119,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",93,,S,,455.0,0.0,,,P,0.0,,2025-10-02 16:09:00.000,2026-01-03 09:10:00.000,2028-02-02 16:09:00.000,,,,0
123,"00011925001",TTL9I22,2025-10-03,1,09:49:00,"0  ",2026-07-09,35000,16:30:00,"0  ",2028-02-03,09:49:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,120,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",279,,S,,455.0,0.0,,,P,0.0,,2025-10-03 09:49:00.000,2026-07-09 16:30:00.000,2028-02-03 09:49:00.000,,,,34999
124,"00012025001",TTP7D09,2025-10-06,1,17:00:00,"0  ",,,,,2028-02-06,17:00:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,121,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2025-10-06 17:00:00.000,,2028-02-06 17:00:00.000,,,,0
125,"00012125001",TTS5C75,2025-10-06,1,18:07:00,"0  ",2025-12-08,6871,11:30:00,"0  ",2028-02-06,18:07:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,122,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",63,,S,,455.0,0.0,,,P,0.0,,2025-10-06 18:07:00.000,2025-12-08 11:30:00.000,2028-02-06 18:07:00.000,,,,6870
126,"00012225001",TTO4I26,2025-10-07,2518,10:22:00,"0  ",2025-12-29,18638,10:46:00,"0  ",2028-02-07,10:22:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,123,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",83,,S,,455.0,0.0,,,P,0.0,,2025-10-07 10:22:00.000,2025-12-29 10:46:00.000,2028-02-07 10:22:00.000,,,,16120
127,"00012325001",TTE6H33,2025-10-07,15294,17:14:00,"0  ",,,,,2028-02-07,17:14:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,124,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2025-10-07 17:14:00.000,,2028-02-07 17:14:00.000,,,,0
128,"00012425001",TTS5C72,2025-10-09,1,10:18:00,"0  ",,,,,2028-02-09,10:18:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,125,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2025-10-09 10:18:00.000,,2028-02-09 10:18:00.000,,,,0
129,"00012525001",TUG2E83,2025-10-09,1,12:02:00,"0  ",2025-11-01,2629,15:15:00,"0  ",2028-02-09,12:02:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,126,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",23,,S,,455.0,0.0,,,P,0.0,,2025-10-09 12:02:00.000,2025-11-01 15:15:00.000,2028-02-09 12:02:00.000,,,,2628
130,"00012625001",TTS5I41,2025-10-09,1,15:35:00,"0  ",,,,,2028-02-09,15:35:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,127,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2025-10-09 15:35:00.000,,2028-02-09 15:35:00.000,,,,0
131,"00012725001",TTP7J19,2025-10-13,1,13:35:00,"0  ",2026-01-21,9048,09:57:00,"0  ",2025-10-20,13:35:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,128,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",100,,S,,455.0,0.0,,,P,0.0,,2025-10-13 13:35:00.000,2026-01-21 09:57:00.000,2025-10-20 13:35:00.000,,,,9047
132,"00012825001",TUV0F35,2025-10-15,49251,13:54:00,"0  ",2026-06-08,100242,12:08:00,"0  ",2028-02-15,13:54:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,129,N,,,,0.0,,48742.84,,,0.0,,,,E,,,"001",236,,S,,400.0,0.0,,,P,0.0,,2025-10-15 13:54:00.000,2026-06-08 12:08:00.000,2028-02-15 13:54:00.000,,,,50991
133,"00012925001",TTG5G18,2025-10-15,31430,15:26:00,"0  ",2025-11-07,31430,12:53:00,"0  ",2028-02-15,15:26:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,130,N,,,,0.0,,48742.84,,,0.0,,,,E,,,"001",23,,S,,400.0,0.0,,,P,0.0,,2025-10-15 15:26:00.000,2025-11-07 12:53:00.000,2028-02-15 15:26:00.000,,,,0
134,"00013025001",TTO8I83,2025-10-17,1,15:49:00,"0  ",,,,,2028-02-17,15:49:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,131,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2025-10-17 15:49:00.000,,2028-02-17 15:49:00.000,,,,0
135,"00013125001",TTE9G97,2025-10-22,4897,15:29:00,"0  ",2026-01-08,6579,09:04:00,"0  ",2025-11-06,15:29:00,50,L,735.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,"","",,,,,,,N,1,0.0,AQ,0.0,,,0,0,,,132,N,,,,0.0,,37289.0,,,0.0,,,,E,,,"001",78,,S,,735.0,0.0,,,P,0.0,,2025-10-22 15:29:00.000,2026-01-08 09:04:00.000,2025-11-06 15:29:00.000,,,,1682
136,"00013225001",TTT6D73,2025-10-23,1,10:50:00,"0  ",2026-03-03,15563,13:21:00,"0  ",2028-02-23,10:50:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,133,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",131,,S,,455.0,0.0,,,P,0.0,,2025-10-23 10:50:00.000,2026-03-03 13:21:00.000,2028-02-23 10:50:00.000,,,,15562
137,"00013325001",TTQ6J07,2025-10-28,1,14:36:00,"0  ",2025-11-06,1089,09:11:00,"0  ",2028-02-28,14:36:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,134,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",9,,S,,455.0,0.0,,,P,0.0,,2025-10-28 14:36:00.000,2025-11-06 09:11:00.000,2028-02-28 14:36:00.000,,,,1088
138,"00013425001",TTR6G26,2025-10-30,1,12:47:00,"0  ",2026-02-06,19118,16:03:00,"0  ",2028-02-29,12:47:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,135,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",99,,S,,455.0,0.0,,,P,0.0,,2025-10-30 12:47:00.000,2026-02-06 16:03:00.000,2028-02-29 12:47:00.000,,,,19117
139,"00013525001",TTP8H59,2025-11-04,1,11:10:00,"0  ",,,,,2028-03-04,11:10:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,136,N,,,,0.0,,55315.0,,,0.0,,,,A,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2025-11-04 11:10:00.000,,2028-03-04 11:10:00.000,,,,0
140,"00013625001",TTP8H57,2025-11-06,1,14:01:00,"0  ",2026-01-07,10832,09:52:00,"0  ",2028-03-06,14:01:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,137,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",62,,S,,455.0,0.0,,,P,0.0,,2025-11-06 14:01:00.000,2026-01-07 09:52:00.000,2028-03-06 14:01:00.000,,,,10831
141,"00013725001",TUT2F42,2025-11-10,1,16:35:00,"0  ",2026-02-12,10086,13:51:00,"0  ",2028-03-10,16:35:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,138,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",94,,S,,455.0,0.0,,,P,0.0,,2025-11-10 16:35:00.000,2026-02-12 13:51:00.000,2028-03-10 16:35:00.000,,,,10085
142,"00013825001",TUO2G69,2025-11-11,1,09:22:00,"0  ",,,,,2028-03-11,09:22:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,139,N,,,,0.0,,55315.0,,,0.0,,,,C,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2025-11-11 09:22:00.000,,2028-03-11 09:22:00.000,,,,0
143,"00013925001",TTT7I99,2025-11-11,1,10:46:00,"0  ",,,,,2028-03-11,10:46:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,140,N,,,,0.0,,55315.0,,,0.0,,,,C,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2025-11-11 10:46:00.000,,2028-03-11 10:46:00.000,,,,0
144,"00014025001",TUG2E83,2025-11-11,2629,15:16:00,"0  ",2026-01-21,9304,10:22:00,"0  ",2028-03-11,15:16:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,141,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",71,,S,,455.0,0.0,,,P,0.0,,2025-11-11 15:16:00.000,2026-01-21 10:22:00.000,2028-03-11 15:16:00.000,,,,6675
145,"00014125001",TTQ6J07,2025-11-11,1089,16:19:00,"0  ",2026-02-23,10802,12:18:00,"0  ",2028-03-07,16:19:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,142,N,,,,0.0,,55055.0,,,0.0,,,,E,,,"001",104,,S,,455.0,0.0,,,P,0.0,,2025-11-11 16:19:00.000,2026-02-23 12:18:00.000,2028-03-07 16:19:00.000,,,,9713
146,"00014225001",TTS0H70,2025-11-11,32244,16:31:00,"0  ",2026-04-01,53141,09:55:00,"0  ",2028-03-11,16:31:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,143,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",141,,S,,455.0,0.0,,,P,0.0,,2025-11-11 16:31:00.000,2026-04-01 09:55:00.000,2028-03-11 16:31:00.000,,,,20897
147,"00014325001",TUN2A80,2025-11-11,3825,17:19:00,"0  ",,,,,2028-03-07,17:19:00,121,L,455.0,,0.0,10.83,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,144,N,,,,0.0,,55055.0,,,0.0,,,,A,,,"001",847,,S,,0.0,0.0,,,P,0.0,,2025-11-11 17:19:00.000,,2028-03-07 17:19:00.000,,,,0
148,"00014425001",TTQ8F40,2025-11-12,1,10:08:00,"0  ",,,,,2028-03-12,10:08:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,145,N,,,,0.0,,55315.0,,,0.0,,,,A,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2025-11-12 10:08:00.000,,2028-03-12 10:08:00.000,,,,0
149,"00014525001",TUW1G95,2025-11-18,6717,16:35:00,"0  ",,,,,2028-03-18,16:35:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,146,N,,,,0.0,,55315.0,,,0.0,,,,A,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2025-11-18 16:35:00.000,,2028-03-18 16:35:00.000,,,,0
150,"00014625001",TTG7I14,2025-11-24,23887,13:45:00,"0  ",,,,,2028-03-23,13:45:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,147,N,,,,0.0,,55250.0,,,0.0,,,,C,,,"001",850,,S,,455.0,0.0,,,P,0.0,,2025-11-24 13:45:00.000,,2028-03-23 13:45:00.000,,,,0
